crash_id,victim_number,state,month,year,dayweek,time,crash_type,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,speed_limit,lga_name,road_type,christmas_period,easter_period,age_group,time_of_day,time_cat,holiday,vehicle_type_involved,lga_code,dateID,rushID,ageID,daytimeID,road_typeID,speed_limitID,holidayID,vehicle_typeID
19892642,1,Vic,9,1989,Saturday,17:30:00,Single,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,2.0,3,1.0
19896025,1,Tas,9,1989,Saturday,17:30:00,Single,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19892045,1,Vic,9,1989,Saturday,17:40:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,2.0,3,1.0
19895124,1,WA,9,1989,Saturday,17:45:00,Multiple,No,,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,1.0,3,
19895124,2,WA,9,1989,Saturday,17:45:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19894014,1,SA,9,1989,Saturday,18:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19891608,1,NSW,9,1989,Saturday,18:05:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19894188,1,SA,9,1989,Saturday,18:40:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19893272,1,Qld,9,1989,Saturday,19:00:00,Single,No,,No,High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,,,19899,1.0,5.0,1.0,,2.0,3,
19893197,1,Qld,9,1989,Saturday,21:00:00,Multiple,No,,No,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,,,19899,1.0,4.0,1.0,,2.0,3,
19891647,1,NSW,9,1989,Saturday,21:30:00,Single,No,,No,High,,,No,No,75_or_older,Night,Not Rush,NoHoliday,,,19899,1.0,6.0,1.0,,2.0,3,
19895146,1,WA,9,1989,Saturday,22:00:00,Multiple,No,,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,2.0,3,
19894059,1,SA,9,1989,Saturday,22:00:00,Single,No,,No,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,,,19899,1.0,4.0,1.0,,2.0,3,
19891684,1,NSW,9,1989,Saturday,22:50:00,Multiple,No,,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,2.0,3,
19891776,1,NSW,9,1989,Saturday,22:55:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19896023,1,Tas,9,1989,Saturday,23:05:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19891330,1,NSW,9,1989,Saturday,23:05:00,Multiple,No,,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,2.0,3,
19891678,1,NSW,9,1989,Saturday,23:40:00,Single,No,,No,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,,,19899,1.0,4.0,1.0,,2.0,3,
19897010,1,NT,9,1989,Saturday,23:50:00,Single,No,,No,,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,,3,
19892475,1,Vic,9,1989,Saturday,23:50:00,Multiple,No,No,No,High,,,No,No,75_or_older,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,6.0,1.0,,2.0,3,1.0
19892506,1,Vic,9,1989,Sunday,00:01:00,Single,No,No,No,Very High,,,No,No,0_to_16,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,1.0,1.0,,1.0,3,1.0
19892330,1,Vic,9,1989,Sunday,01:20:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892330,2,Vic,9,1989,Sunday,01:20:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892330,3,Vic,9,1989,Sunday,01:20:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892330,4,Vic,9,1989,Sunday,01:20:00,Multiple,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892143,1,Vic,9,1989,Sunday,02:20:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,1.0,3,1.0
19892009,1,Vic,9,1989,Sunday,03:11:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,1.0,3,1.0
19892009,2,Vic,9,1989,Sunday,03:11:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,1.0,3,1.0
19892009,3,Vic,9,1989,Sunday,03:11:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,1.0,3,1.0
19891236,1,NSW,9,1989,Sunday,03:15:00,Single,No,,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,2.0,3,
19893241,1,Qld,9,1989,Sunday,05:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19893241,2,Qld,9,1989,Sunday,05:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19894199,1,SA,9,1989,Sunday,06:20:00,Single,No,,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,2.0,3,
19895061,1,WA,9,1989,Sunday,06:50:00,Multiple,No,,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,1.0,3,
19897004,1,NT,9,1989,Sunday,07:00:00,Single,No,,No,Med,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,3.0,3,
19891080,1,NSW,9,1989,Sunday,07:45:00,Single,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19891714,1,NSW,9,1989,Sunday,09:30:00,Single,No,,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,,,19899,1.0,5.0,2.0,,2.0,3,
19895055,1,WA,9,1989,Sunday,09:45:00,Single,No,,No,Very High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,,,19899,1.0,5.0,2.0,,1.0,3,
19891033,1,NSW,9,1989,Sunday,09:45:00,Single,No,,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,,,19899,1.0,6.0,2.0,,2.0,3,
19897015,1,NT,9,1989,Sunday,10:15:00,Single,No,,No,,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,,3,
19892262,1,Vic,9,1989,Sunday,10:45:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,1.0,3,1.0
19891100,1,NSW,9,1989,Sunday,11:40:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19891553,1,NSW,9,1989,Sunday,14:00:00,Multiple,No,,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,,,19899,1.0,4.0,2.0,,1.0,3,
19893103,1,Qld,9,1989,Sunday,14:00:00,Single,No,,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,,,19899,1.0,1.0,2.0,,1.0,3,
19893103,2,Qld,9,1989,Sunday,14:00:00,Single,No,,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,,,19899,1.0,4.0,2.0,,1.0,3,
19891036,1,NSW,9,1989,Sunday,14:25:00,Multiple,No,,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,,,19899,1.0,4.0,2.0,,2.0,3,
19895016,1,WA,9,1989,Sunday,14:30:00,Multiple,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19895016,2,WA,9,1989,Sunday,14:30:00,Multiple,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19893072,1,Qld,9,1989,Sunday,15:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19894189,1,SA,9,1989,Sunday,15:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19892420,1,Vic,9,1989,Sunday,15:15:00,Single,No,No,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,2.0,,2.0,3,1.0
19892250,1,Vic,9,1989,Sunday,16:05:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,2.0,,1.0,3,1.0
19891315,1,NSW,9,1989,Sunday,16:30:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19891315,2,NSW,9,1989,Sunday,16:30:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19891632,1,NSW,9,1989,Sunday,18:35:00,Single,No,,No,High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,,,19899,1.0,5.0,1.0,,2.0,3,
19892118,1,Vic,9,1989,Sunday,18:50:00,Single,No,No,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,1.0,3,1.0
19892118,2,Vic,9,1989,Sunday,18:50:00,Single,No,No,No,Very High,,,No,No,0_to_16,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,1.0,1.0,,1.0,3,1.0
19891345,1,NSW,9,1989,Sunday,19:40:00,Single,No,,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,1.0,3,
19892654,1,Vic,9,1989,Sunday,19:45:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,1.0,3,1.0
19891383,1,NSW,9,1989,Sunday,19:45:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19893171,1,Qld,9,1989,Sunday,21:00:00,Multiple,No,,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,2.0,3,
19892349,1,Vic,9,1989,Sunday,22:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,1.0,3,1.0
19892396,1,Vic,9,1989,Sunday,22:35:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,1.0,3,1.0
19894112,1,SA,9,1989,Sunday,23:15:00,Multiple,No,,No,High,,,No,No,0_to_16,Night,Not Rush,NoHoliday,,,19899,1.0,1.0,1.0,,2.0,3,
19891715,1,NSW,9,1989,Sunday,23:45:00,Single,No,,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,2.0,3,
19891006,1,NSW,9,1989,Thursday,01:45:00,Single,No,,Yes,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,1.0,3,2.0
19892484,1,Vic,9,1989,Thursday,02:50:00,Single,No,No,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,2.0,3,1.0
19891538,1,NSW,9,1989,Thursday,05:45:00,Multiple,No,,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,,,19899,1.0,4.0,1.0,,1.0,3,
19891538,2,NSW,9,1989,Thursday,05:45:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19891538,3,NSW,9,1989,Thursday,05:45:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19892494,1,Vic,9,1989,Thursday,07:50:00,Multiple,No,No,No,High,,,No,No,0_to_16,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,1.0,2.0,,2.0,3,1.0
19893106,1,Qld,9,1989,Thursday,08:00:00,Multiple,No,,No,High,,,No,No,65_to_74,Day,Rush,NoHoliday,,,19899,2.0,5.0,2.0,,2.0,3,
19892207,1,Vic,9,1989,Thursday,09:50:00,Multiple,No,No,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,2.0,,2.0,3,1.0
19891737,1,NSW,9,1989,Thursday,11:20:00,Multiple,No,,No,Very High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,,,19899,1.0,6.0,2.0,,1.0,3,
19891107,1,NSW,9,1989,Thursday,12:05:00,Multiple,No,,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,,,19899,1.0,3.0,2.0,,2.0,3,
19892587,1,Vic,9,1989,Thursday,13:10:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,2.0,3,1.0
19892587,2,Vic,9,1989,Thursday,13:10:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,2.0,3,1.0
19891166,1,NSW,9,1989,Thursday,13:25:00,Single,No,,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,1.0,3,
19891731,1,NSW,9,1989,Thursday,13:30:00,Single,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19892214,1,Vic,9,1989,Thursday,14:15:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,2.0,,1.0,3,1.0
19892214,2,Vic,9,1989,Thursday,14:15:00,Multiple,No,No,No,Very High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,6.0,2.0,,1.0,3,1.0
19892214,3,Vic,9,1989,Thursday,14:15:00,Multiple,No,No,No,Very High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,6.0,2.0,,1.0,3,1.0
19892345,1,Vic,9,1989,Thursday,16:20:00,Single,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,3.0,2.0,,2.0,3,1.0
19892532,1,Vic,9,1989,Thursday,16:30:00,Single,No,No,No,High,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,2.0,2.0,,2.0,3,1.0
19895177,1,WA,9,1989,Thursday,16:30:00,Multiple,Yes,,No,Very High,,,No,No,17_to_25,Day,Rush,NoHoliday,Heavy Vehicle Involved,,19899,2.0,2.0,2.0,,1.0,3,2.0
19891650,1,NSW,9,1989,Thursday,17:00:00,Single,No,,No,Very High,,,No,No,26_to_39,Day,Rush,NoHoliday,,,19899,2.0,3.0,2.0,,1.0,3,
19891639,1,NSW,9,1989,Thursday,18:15:00,Multiple,No,,Yes,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,2.0,3,2.0
19892138,1,Vic,9,1989,Thursday,18:46:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,1.0,3,1.0
19892643,1,Vic,9,1989,Thursday,19:15:00,Single,No,No,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,1.0,3,1.0
19892674,1,Vic,9,1989,Thursday,19:45:00,Single,No,No,Yes,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,1.0,3,2.0
19891263,1,NSW,9,1989,Thursday,20:00:00,Single,No,,No,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,,,19899,1.0,4.0,1.0,,1.0,3,
19898022,1,ACT,9,1989,Thursday,21:20:00,Multiple,No,,No,,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,,3,
19892497,1,Vic,9,1989,Thursday,21:20:00,Multiple,No,No,Yes,High,,,No,No,0_to_16,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,1.0,1.0,,2.0,3,2.0
19896059,1,Tas,9,1989,Thursday,21:30:00,Single,No,,No,Very High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,,,19899,1.0,5.0,1.0,,1.0,3,
19894078,1,SA,9,1989,Thursday,21:40:00,Single,No,,No,High,,,No,No,75_or_older,Night,Not Rush,NoHoliday,,,19899,1.0,6.0,1.0,,2.0,3,
19892529,1,Vic,9,1989,Thursday,21:45:00,Multiple,No,No,Yes,Very High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,1.0,3,2.0
19893350,1,Qld,9,1989,Thursday,22:00:00,Single,No,,No,Very High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,1.0,3,
19892500,1,Vic,9,1989,Thursday,22:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,1.0,,1.0,3,1.0
19894008,1,SA,9,1989,Thursday,22:30:00,Single,Yes,,No,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,4.0,1.0,,2.0,3,2.0
19891784,1,NSW,9,1989,Thursday,23:10:00,Single,No,,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,1.0,3,
19898016,1,ACT,9,1989,Thursday,23:40:00,Single,No,,No,,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,,3,
19892069,1,Vic,9,1989,Thursday,23:40:00,Single,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892537,1,Vic,9,1989,Tuesday,07:40:00,Multiple,No,No,No,High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,5.0,2.0,,2.0,3,1.0
19891683,1,NSW,9,1989,Tuesday,08:25:00,Multiple,No,,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,,,19899,2.0,4.0,2.0,,2.0,3,
19892064,1,Vic,9,1989,Tuesday,08:25:00,Multiple,No,No,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,3.0,2.0,,2.0,3,1.0
19891337,1,NSW,9,1989,Tuesday,09:03:00,Single,Yes,,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,5.0,2.0,,2.0,3,2.0
19892455,1,Vic,9,1989,Tuesday,09:10:00,Single,No,No,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,2.0,,2.0,3,1.0
19892377,1,Vic,9,1989,Tuesday,10:55:00,Multiple,No,No,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,6.0,2.0,,2.0,3,1.0
19891158,1,NSW,9,1989,Tuesday,11:05:00,Single,No,,No,High,,,No,No,65_to_74,Day,Not Rush,NoHoliday,,,19899,1.0,5.0,2.0,,2.0,3,
19893302,1,Qld,9,1989,Tuesday,12:00:00,Multiple,No,,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,,,19899,1.0,6.0,2.0,,2.0,3,
19895009,1,WA,9,1989,Tuesday,12:00:00,Single,No,,No,High,,,No,No,75_or_older,Day,Not Rush,NoHoliday,,,19899,1.0,6.0,2.0,,2.0,3,
19894172,1,SA,9,1989,Tuesday,12:28:00,Single,Yes,,No,High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,2.0,3,2.0
19892337,1,Vic,9,1989,Tuesday,15:30:00,Multiple,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,4.0,2.0,,1.0,3,1.0
19891349,1,NSW,9,1989,Tuesday,17:30:00,Multiple,No,,Yes,High,,,No,No,75_or_older,Day,Rush,NoHoliday,Heavy Vehicle Involved,,19899,2.0,6.0,2.0,,2.0,3,2.0
19891381,1,NSW,9,1989,Tuesday,18:00:00,Multiple,No,,Yes,High,,,No,No,40_to_64,Night,Rush,NoHoliday,Heavy Vehicle Involved,,19899,2.0,4.0,1.0,,2.0,3,2.0
19891381,2,NSW,9,1989,Tuesday,18:00:00,Multiple,No,,Yes,High,,,No,No,40_to_64,Night,Rush,NoHoliday,Heavy Vehicle Involved,,19899,2.0,4.0,1.0,,2.0,3,2.0
19892175,1,Vic,9,1989,Tuesday,18:30:00,Single,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892175,2,Vic,9,1989,Tuesday,18:30:00,Single,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19892175,3,Vic,9,1989,Tuesday,18:30:00,Single,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,1.0
19891533,1,NSW,9,1989,Tuesday,18:30:00,Multiple,Yes,,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,2.0,1.0,,2.0,3,2.0
19892572,1,Vic,9,1989,Tuesday,19:50:00,Single,No,No,No,High,,,No,No,65_to_74,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,5.0,1.0,,2.0,3,1.0
19894160,1,SA,9,1989,Tuesday,21:20:00,Single,No,,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,2.0,3,
19895151,1,WA,9,1989,Wednesday,00:45:00,Single,No,,No,Very High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,1.0,3,
19891055,1,NSW,9,1989,Wednesday,02:30:00,Single,No,,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,,,19899,1.0,2.0,1.0,,2.0,3,
19891282,1,NSW,9,1989,Wednesday,05:50:00,Multiple,No,,No,High,,,No,No,26_to_39,Night,Not Rush,NoHoliday,,,19899,1.0,3.0,1.0,,2.0,3,
19893176,1,Qld,9,1989,Wednesday,06:00:00,Multiple,No,,Yes,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,1.0,3,2.0
19891086,1,NSW,9,1989,Wednesday,07:45:00,Single,No,,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,,,19899,2.0,4.0,2.0,,2.0,3,
19892490,1,Vic,9,1989,Wednesday,08:00:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,3.0,2.0,,1.0,3,1.0
19892490,2,Vic,9,1989,Wednesday,08:00:00,Multiple,No,No,No,Very High,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,3.0,2.0,,1.0,3,1.0
19891326,1,NSW,9,1989,Wednesday,08:30:00,Single,No,,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,,,19899,2.0,3.0,2.0,,2.0,3,
19892395,1,Vic,9,1989,Wednesday,11:00:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,3.0,2.0,,1.0,3,1.0
19894013,1,SA,9,1989,Wednesday,11:20:00,Multiple,No,,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,,,19899,1.0,1.0,2.0,,1.0,3,
19893261,1,Qld,9,1989,Wednesday,13:00:00,Single,No,,No,High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,,,19899,1.0,4.0,2.0,,2.0,3,
19891735,1,NSW,9,1989,Wednesday,15:20:00,Multiple,No,,No,High,,,No,No,17_to_25,Day,Not Rush,NoHoliday,,,19899,1.0,2.0,2.0,,2.0,3,
19892582,1,Vic,9,1989,Wednesday,15:30:00,Multiple,No,No,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,19899,1.0,1.0,2.0,,1.0,3,1.0
19892445,1,Vic,9,1989,Wednesday,16:45:00,Multiple,No,No,No,Very High,,,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,19899,2.0,2.0,2.0,,1.0,3,1.0
19891600,1,NSW,9,1989,Wednesday,16:55:00,Multiple,No,,No,Very High,,,No,No,17_to_25,Day,Rush,NoHoliday,,,19899,2.0,2.0,2.0,,1.0,3,
19891600,2,NSW,9,1989,Wednesday,16:55:00,Multiple,No,,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,,,19899,2.0,4.0,2.0,,1.0,3,
19893071,1,Qld,9,1989,Wednesday,17:00:00,Multiple,No,,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,,,19899,2.0,4.0,2.0,,2.0,3,
19893110,1,Qld,9,1989,Wednesday,17:00:00,Multiple,No,,No,High,,,No,No,26_to_39,Day,Rush,NoHoliday,,,19899,2.0,3.0,2.0,,2.0,3,
19894174,1,SA,9,1989,Wednesday,17:40:00,Single,No,,No,High,,,No,No,0_to_16,Day,Rush,NoHoliday,,,19899,2.0,1.0,2.0,,2.0,3,
